32.5363818,-86.6444901,mortal3
30.6592183,-87.7460666,mortal3
31.8706701,-85.4054562,mortal2
33.0158929,-87.1271475,mortal3
33.9774479,-86.5672464,mortal5
32.1017589,-85.7172613,mortal5
31.751667,-86.6819689,mortal3
33.7717061,-85.8225133,mortal3
32.9179433,-85.3918121,mortal3
34.0695153,-85.6542417,mortal1
32.8540595,-86.7266275,mortal4
31.9910082,-88.2488874,mortal4
31.6855211,-87.8186244,mortal3
33.2678085,-85.862051,mortal5
33.671981,-85.516109,mortal5
31.4021833,-85.9892014,mortal3
34.703112,-87.8014569,mortal4
31.4282925,-86.9920291,mortal2
32.9314453,-86.2434818,mortal1
31.2439873,-86.4487206,mortal4
31.7328256,-86.3192219,mortal5
34.1319229,-86.8692666,mortal4
31.4306536,-85.609476,mortal3
32.3335397,-87.1143556,mortal1
34.460929,-85.803992,mortal3
32.5972286,-86.1427385,mortal4
31.1217475,-87.168429,mortal1
34.0476377,-86.0344203,mortal5
33.7322485,-87.7520486,mortal1
34.4419884,-87.8428147,mortal5
31.0908664,-85.8243464,mortal2
32.8444965,-87.9642005,mortal5
32.7527958,-87.6230608,mortal1
31.5169779,-85.2399712,mortal2
31.1581928,-85.2963976,mortal1
34.7635224,-85.9774003,mortal3
33.5534439,-86.8965359,mortal2
33.7870852,-88.0874309,mortal1
34.9041221,-87.6509966,mortal4
34.5297759,-87.3218651,mortal5
32.6040644,-85.3530477,mortal1
34.8102387,-86.9813995,mortal5
32.147888,-86.6505859,mortal1
32.3870267,-85.692887,mortal1
34.7642377,-86.5510803,mortal5
32.2475911,-87.791091,mortal2
34.1382194,-87.881551,mortal2
34.3095637,-86.3216681,mortal5
30.684573,-88.1965684,mortal3
31.5803324,-87.3832656,mortal3
32.2036505,-86.2038308,mortal3
34.4544844,-86.8464021,mortal2
32.6390053,-87.2938269,mortal5
33.2968085,-88.096878,mortal5
31.7987263,-85.9419965,mortal1
33.2964753,-85.4640679,mortal5
32.2898113,-85.1869798,mortal2
33.7129627,-86.3156631,mortal5
33.2629366,-86.6781042,mortal4
32.5974811,-88.2000571,mortal5
33.3692774,-86.1758045,mortal3
32.8633694,-85.7995532,mortal2
33.2902022,-87.5228598,mortal3
33.7915714,-87.3010918,mortal4
31.4069737,-88.2020776,mortal1
31.9903296,-87.3022049,mortal1
34.1558884,-87.3641471,mortal3
35.3858453,-109.4937467,mortal5
31.8817928,-109.7541201,mortal4
35.8296919,-111.7737277,mortal4
33.7896177,-110.8118696,mortal4
32.9318277,-109.8783103,mortal1
33.2388723,-109.2423231,mortal5
33.3465408,-112.4955335,mortal4
35.717705,-113.7496891,mortal3
35.3909336,-110.3209076,mortal4
32.1282374,-111.7830177,mortal4
32.91891,-111.3672569,mortal5
31.5259036,-110.8451898,mortal5
34.6300439,-112.5737449,mortal3
33.7276249,-114.0387933,mortal5
32.7739424,-113.910905,mortal5
34.2895735,-91.3765467,mortal2
33.1908354,-91.7722672,mortal1
36.28071,-92.3304383,mortal2
36.3378246,-94.2561871,mortal5
36.3043077,-93.0792041,mortal2
33.4638194,-92.1681641,mortal5
33.5604604,-92.513879,mortal5
36.3377742,-93.5416633,mortal1
33.2671393,-91.2971578,mortal3
